"auteur1","auteur2","articleID"
"Nicole J. Fenton","Christian Messier","Kumordzi2019"
"Dominique Gravel","Christian Messier","Kumordzi2019"
"S. Ellen Macdonald","Christian Messier","Kumordzi2019"
"Benoit Hamel","Christian Messier","Kumordzi2019"
"Morgane Higelin","Christian Messier","Kumordzi2019"
"François Hébert","Christian Messier","Kumordzi2019"
"Nathalie Isabel","Christian Messier","Kumordzi2019"
"Azim Mallik","Christian Messier","Kumordzi2019"
"Anne C.S. McIntosh","Christian Messier","Kumordzi2019"
"Jennie R. McLaren","Christian Messier","Kumordzi2019"
"Dave Morris","Christian Messier","Kumordzi2019"
"Nelson Thiffault","Christian Messier","Kumordzi2019"
"Jean-Pierre Tremblay","Christian Messier","Kumordzi2019"
"Alison D. Munson","Christian Messier","Kumordzi2019"
"Bright B. Kumordzi","Dave Morris","Kumordzi2019"
"Isabelle Aubin","Dave Morris","Kumordzi2019"
"Françoise Cardou","Dave Morris","Kumordzi2019"
"Bill Shipley","Dave Morris","Kumordzi2019"
"Cyrille Violle","Dave Morris","Kumordzi2019"
"Jill Johnstone","Dave Morris","Kumordzi2019"
"Madhur Anand","Dave Morris","Kumordzi2019"
"André Arsenault","Dave Morris","Kumordzi2019"
"F. Wayne Bell","Dave Morris","Kumordzi2019"
"Yves Bergeron","Dave Morris","Kumordzi2019"
"Isabelle Boulangeat","Dave Morris","Kumordzi2019"
"Maxime Brousseau","Dave Morris","Kumordzi2019"
"Louis De Grandpré","Dave Morris","Kumordzi2019"
"Sylvain Delagrange","Dave Morris","Kumordzi2019"
"Nicole J. Fenton","Dave Morris","Kumordzi2019"
"Dominique Gravel","Dave Morris","Kumordzi2019"
"S. Ellen Macdonald","Dave Morris","Kumordzi2019"
"Benoit Hamel","Dave Morris","Kumordzi2019"
"Morgane Higelin","Dave Morris","Kumordzi2019"
"François Hébert","Dave Morris","Kumordzi2019"
"Nathalie Isabel","Dave Morris","Kumordzi2019"
"Azim Mallik","Dave Morris","Kumordzi2019"
"Anne C.S. McIntosh","Dave Morris","Kumordzi2019"
"Jennie R. McLaren","Dave Morris","Kumordzi2019"
"Christian Messier","Dave Morris","Kumordzi2019"
"Nelson Thiffault","Dave Morris","Kumordzi2019"
"Jean-Pierre Tremblay","Dave Morris","Kumordzi2019"
"Alison D. Munson","Dave Morris","Kumordzi2019"
"Bright B. Kumordzi","Nelson Thiffault","Kumordzi2019"
"Isabelle Aubin","Nelson Thiffault","Kumordzi2019"
"Françoise Cardou","Nelson Thiffault","Kumordzi2019"
"Bill Shipley","Nelson Thiffault","Kumordzi2019"
"Cyrille Violle","Nelson Thiffault","Kumordzi2019"
"Jill Johnstone","Nelson Thiffault","Kumordzi2019"
"Madhur Anand","Nelson Thiffault","Kumordzi2019"
"André Arsenault","Nelson Thiffault","Kumordzi2019"
"F. Wayne Bell","Nelson Thiffault","Kumordzi2019"
"Yves Bergeron","Nelson Thiffault","Kumordzi2019"
"Isabelle Boulangeat","Nelson Thiffault","Kumordzi2019"
"Maxime Brousseau","Nelson Thiffault","Kumordzi2019"
"Louis De Grandpré","Nelson Thiffault","Kumordzi2019"
"Sylvain Delagrange","Nelson Thiffault","Kumordzi2019"
"Nicole J. Fenton","Nelson Thiffault","Kumordzi2019"
"Dominique Gravel","Nelson Thiffault","Kumordzi2019"
"S. Ellen Macdonald","Nelson Thiffault","Kumordzi2019"
"Benoit Hamel","Nelson Thiffault","Kumordzi2019"
"Morgane Higelin","Nelson Thiffault","Kumordzi2019"
"François Hébert","Nelson Thiffault","Kumordzi2019"
"Nathalie Isabel","Nelson Thiffault","Kumordzi2019"
"Azim Mallik","Nelson Thiffault","Kumordzi2019"
"Anne C.S. McIntosh","Nelson Thiffault","Kumordzi2019"
"Jennie R. McLaren","Nelson Thiffault","Kumordzi2019"
"Christian Messier","Nelson Thiffault","Kumordzi2019"
"Dave Morris","Nelson Thiffault","Kumordzi2019"
"Jean-Pierre Tremblay","Nelson Thiffault","Kumordzi2019"
"Alison D. Munson","Nelson Thiffault","Kumordzi2019"
"Bright B. Kumordzi","Jean-Pierre Tremblay","Kumordzi2019"
"Isabelle Aubin","Jean-Pierre Tremblay","Kumordzi2019"
"Françoise Cardou","Jean-Pierre Tremblay","Kumordzi2019"
"Bill Shipley","Jean-Pierre Tremblay","Kumordzi2019"
"Cyrille Violle","Jean-Pierre Tremblay","Kumordzi2019"
"Jill Johnstone","Jean-Pierre Tremblay","Kumordzi2019"
"Madhur Anand","Jean-Pierre Tremblay","Kumordzi2019"
"André Arsenault","Jean-Pierre Tremblay","Kumordzi2019"
"F. Wayne Bell","Jean-Pierre Tremblay","Kumordzi2019"
"Yves Bergeron","Jean-Pierre Tremblay","Kumordzi2019"
"Isabelle Boulangeat","Jean-Pierre Tremblay","Kumordzi2019"
"Maxime Brousseau","Jean-Pierre Tremblay","Kumordzi2019"
"Louis De Grandpré","Jean-Pierre Tremblay","Kumordzi2019"
"Sylvain Delagrange","Jean-Pierre Tremblay","Kumordzi2019"
"Nicole J. Fenton","Jean-Pierre Tremblay","Kumordzi2019"
"Dominique Gravel","Jean-Pierre Tremblay","Kumordzi2019"
"S. Ellen Macdonald","Jean-Pierre Tremblay","Kumordzi2019"
"Benoit Hamel","Jean-Pierre Tremblay","Kumordzi2019"
"Morgane Higelin","Jean-Pierre Tremblay","Kumordzi2019"
"François Hébert","Jean-Pierre Tremblay","Kumordzi2019"
"Nathalie Isabel","Jean-Pierre Tremblay","Kumordzi2019"
"Azim Mallik","Jean-Pierre Tremblay","Kumordzi2019"
"Anne C.S. McIntosh","Jean-Pierre Tremblay","Kumordzi2019"
"Jennie R. McLaren","Jean-Pierre Tremblay","Kumordzi2019"
"Christian Messier","Jean-Pierre Tremblay","Kumordzi2019"
"Dave Morris","Jean-Pierre Tremblay","Kumordzi2019"
"Nelson Thiffault","Jean-Pierre Tremblay","Kumordzi2019"
"Alison D. Munson","Jean-Pierre Tremblay","Kumordzi2019"
"Bright B. Kumordzi","Alison D. Munson","Kumordzi2019"
"Isabelle Aubin","Alison D. Munson","Kumordzi2019"
"Françoise Cardou","Alison D. Munson","Kumordzi2019"
"Bill Shipley","Alison D. Munson","Kumordzi2019"
"Cyrille Violle","Alison D. Munson","Kumordzi2019"
"Jill Johnstone","Alison D. Munson","Kumordzi2019"
"Madhur Anand","Alison D. Munson","Kumordzi2019"
"André Arsenault","Alison D. Munson","Kumordzi2019"
"F. Wayne Bell","Alison D. Munson","Kumordzi2019"
"Yves Bergeron","Alison D. Munson","Kumordzi2019"
"Isabelle Boulangeat","Alison D. Munson","Kumordzi2019"
"Maxime Brousseau","Alison D. Munson","Kumordzi2019"
"Louis De Grandpré","Alison D. Munson","Kumordzi2019"
"Sylvain Delagrange","Alison D. Munson","Kumordzi2019"
"Nicole J. Fenton","Alison D. Munson","Kumordzi2019"
"Dominique Gravel","Alison D. Munson","Kumordzi2019"
"S. Ellen Macdonald","Alison D. Munson","Kumordzi2019"
"Benoit Hamel","Alison D. Munson","Kumordzi2019"
"Morgane Higelin","Alison D. Munson","Kumordzi2019"
"François Hébert","Alison D. Munson","Kumordzi2019"
"Nathalie Isabel","Alison D. Munson","Kumordzi2019"
"Azim Mallik","Alison D. Munson","Kumordzi2019"
"Anne C.S. McIntosh","Alison D. Munson","Kumordzi2019"
"Jennie R. McLaren","Alison D. Munson","Kumordzi2019"
"Christian Messier","Alison D. Munson","Kumordzi2019"
"Dave Morris","Alison D. Munson","Kumordzi2019"
"Nelson Thiffault","Alison D. Munson","Kumordzi2019"
"Jean-Pierre Tremblay","Alison D. Munson","Kumordzi2019"
"Philippe Archambault","Camille Albouy","Albouy2019"
"Ward Appeltans","Camille Albouy","Albouy2019"
"Miguel B. Araújo","Camille Albouy","Albouy2019"
"David Beauchesne","Camille Albouy","Albouy2019"
"Kevin Cazelles","Camille Albouy","Albouy2019"
"Alyssa R. Cirtwill","Camille Albouy","Albouy2019"
"Marie-Josée Fortin","Camille Albouy","Albouy2019"
"Nuria Galiana","Camille Albouy","Albouy2019"
"Shawn J. Leroux","Camille Albouy","Albouy2019"
"Loïc Pellissier","Camille Albouy","Albouy2019"
"Timothée Poisot","Camille Albouy","Albouy2019"
"Daniel B. Stouffer","Camille Albouy","Albouy2019"
"Spencer A. Wood","Camille Albouy","Albouy2019"
"Dominique Gravel","Camille Albouy","Albouy2019"
"Camille Albouy","Philippe Archambault","Albouy2019"
"Ward Appeltans","Philippe Archambault","Albouy2019"
"Miguel B. Araújo","Philippe Archambault","Albouy2019"
"David Beauchesne","Philippe Archambault","Albouy2019"
"Kevin Cazelles","Philippe Archambault","Albouy2019"
"Alyssa R. Cirtwill","Philippe Archambault","Albouy2019"
"Marie-Josée Fortin","Philippe Archambault","Albouy2019"
"Nuria Galiana","Philippe Archambault","Albouy2019"
"Shawn J. Leroux","Philippe Archambault","Albouy2019"
"Loïc Pellissier","Philippe Archambault","Albouy2019"
"Timothée Poisot","Philippe Archambault","Albouy2019"
"Daniel B. Stouffer","Philippe Archambault","Albouy2019"
"Spencer A. Wood","Philippe Archambault","Albouy2019"
"Dominique Gravel","Philippe Archambault","Albouy2019"
"Camille Albouy","Ward Appeltans","Albouy2019"
"Philippe Archambault","Ward Appeltans","Albouy2019"
"Miguel B. Araújo","Ward Appeltans","Albouy2019"
"David Beauchesne","Ward Appeltans","Albouy2019"
"Kevin Cazelles","Ward Appeltans","Albouy2019"
"Alyssa R. Cirtwill","Ward Appeltans","Albouy2019"
"Marie-Josée Fortin","Ward Appeltans","Albouy2019"
"Nuria Galiana","Ward Appeltans","Albouy2019"
"Shawn J. Leroux","Ward Appeltans","Albouy2019"
"Loïc Pellissier","Ward Appeltans","Albouy2019"
"Timothée Poisot","Ward Appeltans","Albouy2019"
"Daniel B. Stouffer","Ward Appeltans","Albouy2019"
"Spencer A. Wood","Ward Appeltans","Albouy2019"
"Dominique Gravel","Ward Appeltans","Albouy2019"
"Camille Albouy","Miguel B. Araújo","Albouy2019"
"Philippe Archambault","Miguel B. Araújo","Albouy2019"
"Ward Appeltans","Miguel B. Araújo","Albouy2019"
"David Beauchesne","Miguel B. Araújo","Albouy2019"
"Kevin Cazelles","Miguel B. Araújo","Albouy2019"
"Alyssa R. Cirtwill","Miguel B. Araújo","Albouy2019"
"Marie-Josée Fortin","Miguel B. Araújo","Albouy2019"
"Nuria Galiana","Miguel B. Araújo","Albouy2019"
"Shawn J. Leroux","Miguel B. Araújo","Albouy2019"
"Loïc Pellissier","Miguel B. Araújo","Albouy2019"
"Timothée Poisot","Miguel B. Araújo","Albouy2019"
"Daniel B. Stouffer","Miguel B. Araújo","Albouy2019"
"Spencer A. Wood","Miguel B. Araújo","Albouy2019"
"Dominique Gravel","Miguel B. Araújo","Albouy2019"
"Camille Albouy","David Beauchesne","Albouy2019"
"Philippe Archambault","David Beauchesne","Albouy2019"
"Ward Appeltans","David Beauchesne","Albouy2019"
"Miguel B. Araújo","David Beauchesne","Albouy2019"
"Kevin Cazelles","David Beauchesne","Albouy2019"
"Alyssa R. Cirtwill","David Beauchesne","Albouy2019"
"Marie-Josée Fortin","David Beauchesne","Albouy2019"
"Nuria Galiana","David Beauchesne","Albouy2019"
"Shawn J. Leroux","David Beauchesne","Albouy2019"
"Loïc Pellissier","David Beauchesne","Albouy2019"
"Timothée Poisot","David Beauchesne","Albouy2019"
"Daniel B. Stouffer","David Beauchesne","Albouy2019"
"Spencer A. Wood","David Beauchesne","Albouy2019"
"Dominique Gravel","David Beauchesne","Albouy2019"
"Camille Albouy","Kevin Cazelles","Albouy2019"
"Philippe Archambault","Kevin Cazelles","Albouy2019"
"Ward Appeltans","Kevin Cazelles","Albouy2019"
"Miguel B. Araújo","Kevin Cazelles","Albouy2019"
"David Beauchesne","Kevin Cazelles","Albouy2019"
"Alyssa R. Cirtwill","Kevin Cazelles","Albouy2019"
"Marie-Josée Fortin","Kevin Cazelles","Albouy2019"
"Nuria Galiana","Kevin Cazelles","Albouy2019"
"Shawn J. Leroux","Kevin Cazelles","Albouy2019"
"Loïc Pellissier","Kevin Cazelles","Albouy2019"
"Timothée Poisot","Kevin Cazelles","Albouy2019"
"Daniel B. Stouffer","Kevin Cazelles","Albouy2019"
"Spencer A. Wood","Kevin Cazelles","Albouy2019"
"Dominique Gravel","Kevin Cazelles","Albouy2019"
"Camille Albouy","Alyssa R. Cirtwill","Albouy2019"
"Philippe Archambault","Alyssa R. Cirtwill","Albouy2019"
"Ward Appeltans","Alyssa R. Cirtwill","Albouy2019"
"Miguel B. Araújo","Alyssa R. Cirtwill","Albouy2019"
"David Beauchesne","Alyssa R. Cirtwill","Albouy2019"
"Kevin Cazelles","Alyssa R. Cirtwill","Albouy2019"
"Marie-Josée Fortin","Alyssa R. Cirtwill","Albouy2019"
"Nuria Galiana","Alyssa R. Cirtwill","Albouy2019"
"Shawn J. Leroux","Alyssa R. Cirtwill","Albouy2019"
"Loïc Pellissier","Alyssa R. Cirtwill","Albouy2019"
"Timothée Poisot","Alyssa R. Cirtwill","Albouy2019"
"Daniel B. Stouffer","Alyssa R. Cirtwill","Albouy2019"
"Spencer A. Wood","Alyssa R. Cirtwill","Albouy2019"
"Dominique Gravel","Alyssa R. Cirtwill","Albouy2019"
"Camille Albouy","Marie-Josée Fortin","Albouy2019"
"Philippe Archambault","Marie-Josée Fortin","Albouy2019"
"Ward Appeltans","Marie-Josée Fortin","Albouy2019"
"Miguel B. Araújo","Marie-Josée Fortin","Albouy2019"
"David Beauchesne","Marie-Josée Fortin","Albouy2019"
"Kevin Cazelles","Marie-Josée Fortin","Albouy2019"
"Alyssa R. Cirtwill","Marie-Josée Fortin","Albouy2019"
"Nuria Galiana","Marie-Josée Fortin","Albouy2019"
"Shawn J. Leroux","Marie-Josée Fortin","Albouy2019"
"Loïc Pellissier","Marie-Josée Fortin","Albouy2019"
"Timothée Poisot","Marie-Josée Fortin","Albouy2019"
"Daniel B. Stouffer","Marie-Josée Fortin","Albouy2019"
"Spencer A. Wood","Marie-Josée Fortin","Albouy2019"
"Dominique Gravel","Marie-Josée Fortin","Albouy2019"
"Camille Albouy","Nuria Galiana","Albouy2019"
"Philippe Archambault","Nuria Galiana","Albouy2019"
"Ward Appeltans","Nuria Galiana","Albouy2019"
"Miguel B. Araújo","Nuria Galiana","Albouy2019"
"David Beauchesne","Nuria Galiana","Albouy2019"
"Kevin Cazelles","Nuria Galiana","Albouy2019"
"Alyssa R. Cirtwill","Nuria Galiana","Albouy2019"
"Marie-Josée Fortin","Nuria Galiana","Albouy2019"
"Shawn J. Leroux","Nuria Galiana","Albouy2019"
"Loïc Pellissier","Nuria Galiana","Albouy2019"
"Timothée Poisot","Nuria Galiana","Albouy2019"
"Daniel B. Stouffer","Nuria Galiana","Albouy2019"
"Spencer A. Wood","Nuria Galiana","Albouy2019"
"Dominique Gravel","Nuria Galiana","Albouy2019"
"Camille Albouy","Shawn J. Leroux","Albouy2019"
"Philippe Archambault","Shawn J. Leroux","Albouy2019"
"Ward Appeltans","Shawn J. Leroux","Albouy2019"
"Miguel B. Araújo","Shawn J. Leroux","Albouy2019"
"David Beauchesne","Shawn J. Leroux","Albouy2019"
"Kevin Cazelles","Shawn J. Leroux","Albouy2019"
"Alyssa R. Cirtwill","Shawn J. Leroux","Albouy2019"
"Marie-Josée Fortin","Shawn J. Leroux","Albouy2019"
"Nuria Galiana","Shawn J. Leroux","Albouy2019"
"Loïc Pellissier","Shawn J. Leroux","Albouy2019"
"Timothée Poisot","Shawn J. Leroux","Albouy2019"
"Daniel B. Stouffer","Shawn J. Leroux","Albouy2019"
"Spencer A. Wood","Shawn J. Leroux","Albouy2019"
"Dominique Gravel","Shawn J. Leroux","Albouy2019"
"Camille Albouy","Loïc Pellissier","Albouy2019"
"Philippe Archambault","Loïc Pellissier","Albouy2019"
"Ward Appeltans","Loïc Pellissier","Albouy2019"
"Miguel B. Araújo","Loïc Pellissier","Albouy2019"
"David Beauchesne","Loïc Pellissier","Albouy2019"
"Kevin Cazelles","Loïc Pellissier","Albouy2019"
"Alyssa R. Cirtwill","Loïc Pellissier","Albouy2019"
"Marie-Josée Fortin","Loïc Pellissier","Albouy2019"
"Nuria Galiana","Loïc Pellissier","Albouy2019"
"Shawn J. Leroux","Loïc Pellissier","Albouy2019"
"Timothée Poisot","Loïc Pellissier","Albouy2019"
"Daniel B. Stouffer","Loïc Pellissier","Albouy2019"
"Spencer A. Wood","Loïc Pellissier","Albouy2019"
"Dominique Gravel","Loïc Pellissier","Albouy2019"
"Camille Albouy","Timothée Poisot","Albouy2019"
"Philippe Archambault","Timothée Poisot","Albouy2019"
"Ward Appeltans","Timothée Poisot","Albouy2019"
"Miguel B. Araújo","Timothée Poisot","Albouy2019"
"David Beauchesne","Timothée Poisot","Albouy2019"
"Kevin Cazelles","Timothée Poisot","Albouy2019"
"Alyssa R. Cirtwill","Timothée Poisot","Albouy2019"
"Marie-Josée Fortin","Timothée Poisot","Albouy2019"
"Nuria Galiana","Timothée Poisot","Albouy2019"
"Shawn J. Leroux","Timothée Poisot","Albouy2019"
"Loïc Pellissier","Timothée Poisot","Albouy2019"
"Daniel B. Stouffer","Timothée Poisot","Albouy2019"
"Spencer A. Wood","Timothée Poisot","Albouy2019"
"Dominique Gravel","Timothée Poisot","Albouy2019"
"Camille Albouy","Daniel B. Stouffer","Albouy2019"
"Philippe Archambault","Daniel B. Stouffer","Albouy2019"
"Ward Appeltans","Daniel B. Stouffer","Albouy2019"
"Miguel B. Araújo","Daniel B. Stouffer","Albouy2019"
"David Beauchesne","Daniel B. Stouffer","Albouy2019"
"Kevin Cazelles","Daniel B. Stouffer","Albouy2019"
"Alyssa R. Cirtwill","Daniel B. Stouffer","Albouy2019"
"Marie-Josée Fortin","Daniel B. Stouffer","Albouy2019"
"Nuria Galiana","Daniel B. Stouffer","Albouy2019"
"Shawn J. Leroux","Daniel B. Stouffer","Albouy2019"
"Loïc Pellissier","Daniel B. Stouffer","Albouy2019"
"Timothée Poisot","Daniel B. Stouffer","Albouy2019"
"Spencer A. Wood","Daniel B. Stouffer","Albouy2019"
"Dominique Gravel","Daniel B. Stouffer","Albouy2019"
"Camille Albouy","Spencer A. Wood","Albouy2019"
"Philippe Archambault","Spencer A. Wood","Albouy2019"
"Ward Appeltans","Spencer A. Wood","Albouy2019"
"Miguel B. Araújo","Spencer A. Wood","Albouy2019"
"David Beauchesne","Spencer A. Wood","Albouy2019"
"Kevin Cazelles","Spencer A. Wood","Albouy2019"
"Alyssa R. Cirtwill","Spencer A. Wood","Albouy2019"
"Marie-Josée Fortin","Spencer A. Wood","Albouy2019"
"Nuria Galiana","Spencer A. Wood","Albouy2019"
"Shawn J. Leroux","Spencer A. Wood","Albouy2019"
"Loïc Pellissier","Spencer A. Wood","Albouy2019"
"Timothée Poisot","Spencer A. Wood","Albouy2019"
"Daniel B. Stouffer","Spencer A. Wood","Albouy2019"
"Dominique Gravel","Spencer A. Wood","Albouy2019"
"Camille Albouy","Dominique Gravel","Albouy2019"
"Philippe Archambault","Dominique Gravel","Albouy2019"
"Ward Appeltans","Dominique Gravel","Albouy2019"
"Miguel B. Araújo","Dominique Gravel","Albouy2019"
"David Beauchesne","Dominique Gravel","Albouy2019"
"Kevin Cazelles","Dominique Gravel","Albouy2019"
"Alyssa R. Cirtwill","Dominique Gravel","Albouy2019"
"Marie-Josée Fortin","Dominique Gravel","Albouy2019"
"Nuria Galiana","Dominique Gravel","Albouy2019"
"Shawn J. Leroux","Dominique Gravel","Albouy2019"
"Loïc Pellissier","Dominique Gravel","Albouy2019"
"Timothée Poisot","Dominique Gravel","Albouy2019"
"Daniel B. Stouffer","Dominique Gravel","Albouy2019"
"Spencer A. Wood","Dominique Gravel","Albouy2019"
"Anna Eklöf","Alyssa R. Cirtwill","Cirtwill2019"
"Tomas Roslin","Alyssa R. Cirtwill","Cirtwill2019"
"Kate Wootton","Alyssa R. Cirtwill","Cirtwill2019"
"Dominique Gravel","Alyssa R. Cirtwill","Cirtwill2019"
"Alyssa R. Cirtwill","Anna Eklöf","Cirtwill2019"
"Tomas Roslin","Anna Eklöf","Cirtwill2019"
"Kate Wootton","Anna Eklöf","Cirtwill2019"
"Dominique Gravel","Anna Eklöf","Cirtwill2019"
"Alyssa R. Cirtwill","Tomas Roslin","Cirtwill2019"
"Anna Eklöf","Tomas Roslin","Cirtwill2019"
"Kate Wootton","Tomas Roslin","Cirtwill2019"
"Dominique Gravel","Tomas Roslin","Cirtwill2019"
"Alyssa R. Cirtwill","Kate Wootton","Cirtwill2019"
"Anna Eklöf","Kate Wootton","Cirtwill2019"
"Tomas Roslin","Kate Wootton","Cirtwill2019"
"Dominique Gravel","Kate Wootton","Cirtwill2019"
"Alyssa R. Cirtwill","Dominique Gravel","Cirtwill2019"
"Anna Eklöf","Dominique Gravel","Cirtwill2019"
"Tomas Roslin","Dominique Gravel","Cirtwill2019"
"Kate Wootton","Dominique Gravel","Cirtwill2019"
"Laura J. Pollock","João Braga","Braga2019"
"Ceres Barros","João Braga","Braga2019"
"Nuria Galiana","João Braga","Braga2019"
"José M. Montoya","João Braga","Braga2019"
"Dominique Gravel","João Braga","Braga2019"
"Luigi Maiorano","João Braga","Braga2019"
"Alessandro Montemaggiori","João Braga","Braga2019"
"Gentile Francesco Ficetola","João Braga","Braga2019"
"Stéphane Dray","João Braga","Braga2019"
"Wilfried Thuiller","João Braga","Braga2019"
"João Braga","Laura J. Pollock","Braga2019"
"Ceres Barros","Laura J. Pollock","Braga2019"
"Nuria Galiana","Laura J. Pollock","Braga2019"
"José M. Montoya","Laura J. Pollock","Braga2019"
"Dominique Gravel","Laura J. Pollock","Braga2019"
"Luigi Maiorano","Laura J. Pollock","Braga2019"
"Alessandro Montemaggiori","Laura J. Pollock","Braga2019"
"Gentile Francesco Ficetola","Laura J. Pollock","Braga2019"
"Stéphane Dray","Laura J. Pollock","Braga2019"
"Wilfried Thuiller","Laura J. Pollock","Braga2019"
"João Braga","Ceres Barros","Braga2019"
"Laura J. Pollock","Ceres Barros","Braga2019"
"Nuria Galiana","Ceres Barros","Braga2019"
"José M. Montoya","Ceres Barros","Braga2019"
"Dominique Gravel","Ceres Barros","Braga2019"
"Luigi Maiorano","Ceres Barros","Braga2019"
"Alessandro Montemaggiori","Ceres Barros","Braga2019"
"Gentile Francesco Ficetola","Ceres Barros","Braga2019"
"Stéphane Dray","Ceres Barros","Braga2019"
"Wilfried Thuiller","Ceres Barros","Braga2019"
"João Braga","Nuria Galiana","Braga2019"
"Laura J. Pollock","Nuria Galiana","Braga2019"
"Ceres Barros","Nuria Galiana","Braga2019"
"José M. Montoya","Nuria Galiana","Braga2019"
"Dominique Gravel","Nuria Galiana","Braga2019"
"Luigi Maiorano","Nuria Galiana","Braga2019"
"Alessandro Montemaggiori","Nuria Galiana","Braga2019"
"Gentile Francesco Ficetola","Nuria Galiana","Braga2019"
"Stéphane Dray","Nuria Galiana","Braga2019"
"Wilfried Thuiller","Nuria Galiana","Braga2019"
"João Braga","José M. Montoya","Braga2019"
"Laura J. Pollock","José M. Montoya","Braga2019"
"Ceres Barros","José M. Montoya","Braga2019"
"Nuria Galiana","José M. Montoya","Braga2019"
"Dominique Gravel","José M. Montoya","Braga2019"
"Luigi Maiorano","José M. Montoya","Braga2019"
"Alessandro Montemaggiori","José M. Montoya","Braga2019"
"Gentile Francesco Ficetola","José M. Montoya","Braga2019"
"Stéphane Dray","José M. Montoya","Braga2019"
"Wilfried Thuiller","José M. Montoya","Braga2019"
"João Braga","Dominique Gravel","Braga2019"
"Laura J. Pollock","Dominique Gravel","Braga2019"
"Ceres Barros","Dominique Gravel","Braga2019"
"Nuria Galiana","Dominique Gravel","Braga2019"
"José M. Montoya","Dominique Gravel","Braga2019"
"Luigi Maiorano","Dominique Gravel","Braga2019"
"Alessandro Montemaggiori","Dominique Gravel","Braga2019"
