"auteur1","auteur2","articleID"
"Michael Scherer-Lorenzen","Alain Paquette","grossman2018"
"Kris Verheyen","Alain Paquette","grossman2018"
"Jake J. Grossman","John Parker","grossman2018"
"Margot Vanhellemont","John Parker","grossman2018"
"Nadia Barsoum","John Parker","grossman2018"
"Jürgen Bauhus","John Parker","grossman2018"
"Helge Bruelheide","John Parker","grossman2018"
"Bastien Castagneyrol","John Parker","grossman2018"
"Jeannine Cavender-Bares","John Parker","grossman2018"
"Nico Eisenhauer","John Parker","grossman2018"
"Olga Ferlian","John Parker","grossman2018"
"Dominique Gravel","John Parker","grossman2018"
"Andy Hector","John Parker","grossman2018"
"Hervé Jactel","John Parker","grossman2018"
"Holger Kreft","John Parker","grossman2018"
"Simone Mereu","John Parker","grossman2018"
"Christian Messier","John Parker","grossman2018"
"Bart Muys","John Parker","grossman2018"
"Charles Nock","John Parker","grossman2018"
"Alain Paquette","John Parker","grossman2018"
"Michael P. Perring","John Parker","grossman2018"
"Quentin Ponette","John Parker","grossman2018"
"Peter B. Reich","John Parker","grossman2018"
"Andreas Schuldt","John Parker","grossman2018"
"Michael Staab","John Parker","grossman2018"
"Martin Weih","John Parker","grossman2018"
"Delphine Clara Zemp","John Parker","grossman2018"
"Michael Scherer-Lorenzen","John Parker","grossman2018"
"Kris Verheyen","John Parker","grossman2018"
"Jake J. Grossman","Michael P. Perring","grossman2018"
"Margot Vanhellemont","Michael P. Perring","grossman2018"
"Nadia Barsoum","Michael P. Perring","grossman2018"
"Jürgen Bauhus","Michael P. Perring","grossman2018"
"Helge Bruelheide","Michael P. Perring","grossman2018"
"Bastien Castagneyrol","Michael P. Perring","grossman2018"
"Jeannine Cavender-Bares","Michael P. Perring","grossman2018"
"Nico Eisenhauer","Michael P. Perring","grossman2018"
"Olga Ferlian","Michael P. Perring","grossman2018"
"Dominique Gravel","Michael P. Perring","grossman2018"
"Andy Hector","Michael P. Perring","grossman2018"
"Hervé Jactel","Michael P. Perring","grossman2018"
"Holger Kreft","Michael P. Perring","grossman2018"
"Simone Mereu","Michael P. Perring","grossman2018"
"Christian Messier","Michael P. Perring","grossman2018"
"Bart Muys","Michael P. Perring","grossman2018"
"Charles Nock","Michael P. Perring","grossman2018"
"Alain Paquette","Michael P. Perring","grossman2018"
"John Parker","Michael P. Perring","grossman2018"
"Quentin Ponette","Michael P. Perring","grossman2018"
"Peter B. Reich","Michael P. Perring","grossman2018"
"Andreas Schuldt","Michael P. Perring","grossman2018"
"Michael Staab","Michael P. Perring","grossman2018"
"Martin Weih","Michael P. Perring","grossman2018"
"Delphine Clara Zemp","Michael P. Perring","grossman2018"
"Michael Scherer-Lorenzen","Michael P. Perring","grossman2018"
"Kris Verheyen","Michael P. Perring","grossman2018"
"Jake J. Grossman","Quentin Ponette","grossman2018"
"Margot Vanhellemont","Quentin Ponette","grossman2018"
"Nadia Barsoum","Quentin Ponette","grossman2018"
"Jürgen Bauhus","Quentin Ponette","grossman2018"
"Helge Bruelheide","Quentin Ponette","grossman2018"
"Bastien Castagneyrol","Quentin Ponette","grossman2018"
"Jeannine Cavender-Bares","Quentin Ponette","grossman2018"
"Nico Eisenhauer","Quentin Ponette","grossman2018"
"Olga Ferlian","Quentin Ponette","grossman2018"
"Dominique Gravel","Quentin Ponette","grossman2018"
"Andy Hector","Quentin Ponette","grossman2018"
"Hervé Jactel","Quentin Ponette","grossman2018"
"Holger Kreft","Quentin Ponette","grossman2018"
"Simone Mereu","Quentin Ponette","grossman2018"
"Christian Messier","Quentin Ponette","grossman2018"
"Bart Muys","Quentin Ponette","grossman2018"
"Charles Nock","Quentin Ponette","grossman2018"
"Alain Paquette","Quentin Ponette","grossman2018"
"John Parker","Quentin Ponette","grossman2018"
"Michael P. Perring","Quentin Ponette","grossman2018"
"Peter B. Reich","Quentin Ponette","grossman2018"
"Andreas Schuldt","Quentin Ponette","grossman2018"
"Michael Staab","Quentin Ponette","grossman2018"
"Martin Weih","Quentin Ponette","grossman2018"
"Delphine Clara Zemp","Quentin Ponette","grossman2018"
"Michael Scherer-Lorenzen","Quentin Ponette","grossman2018"
"Kris Verheyen","Quentin Ponette","grossman2018"
"Jake J. Grossman","Peter B. Reich","grossman2018"
"Margot Vanhellemont","Peter B. Reich","grossman2018"
"Nadia Barsoum","Peter B. Reich","grossman2018"
"Jürgen Bauhus","Peter B. Reich","grossman2018"
"Helge Bruelheide","Peter B. Reich","grossman2018"
"Bastien Castagneyrol","Peter B. Reich","grossman2018"
"Jeannine Cavender-Bares","Peter B. Reich","grossman2018"
"Nico Eisenhauer","Peter B. Reich","grossman2018"
"Olga Ferlian","Peter B. Reich","grossman2018"
"Dominique Gravel","Peter B. Reich","grossman2018"
"Andy Hector","Peter B. Reich","grossman2018"
"Hervé Jactel","Peter B. Reich","grossman2018"
"Holger Kreft","Peter B. Reich","grossman2018"
"Simone Mereu","Peter B. Reich","grossman2018"
"Christian Messier","Peter B. Reich","grossman2018"
"Bart Muys","Peter B. Reich","grossman2018"
"Charles Nock","Peter B. Reich","grossman2018"
"Alain Paquette","Peter B. Reich","grossman2018"
"John Parker","Peter B. Reich","grossman2018"
"Michael P. Perring","Peter B. Reich","grossman2018"
"Quentin Ponette","Peter B. Reich","grossman2018"
"Andreas Schuldt","Peter B. Reich","grossman2018"
"Michael Staab","Peter B. Reich","grossman2018"
"Martin Weih","Peter B. Reich","grossman2018"
"Delphine Clara Zemp","Peter B. Reich","grossman2018"
"Michael Scherer-Lorenzen","Peter B. Reich","grossman2018"
"Kris Verheyen","Peter B. Reich","grossman2018"
"Jake J. Grossman","Andreas Schuldt","grossman2018"
"Margot Vanhellemont","Andreas Schuldt","grossman2018"
"Nadia Barsoum","Andreas Schuldt","grossman2018"
"Jürgen Bauhus","Andreas Schuldt","grossman2018"
"Helge Bruelheide","Andreas Schuldt","grossman2018"
"Bastien Castagneyrol","Andreas Schuldt","grossman2018"
"Jeannine Cavender-Bares","Andreas Schuldt","grossman2018"
"Nico Eisenhauer","Andreas Schuldt","grossman2018"
"Olga Ferlian","Andreas Schuldt","grossman2018"
"Dominique Gravel","Andreas Schuldt","grossman2018"
"Andy Hector","Andreas Schuldt","grossman2018"
"Hervé Jactel","Andreas Schuldt","grossman2018"
"Holger Kreft","Andreas Schuldt","grossman2018"
"Simone Mereu","Andreas Schuldt","grossman2018"
"Christian Messier","Andreas Schuldt","grossman2018"
"Bart Muys","Andreas Schuldt","grossman2018"
"Charles Nock","Andreas Schuldt","grossman2018"
"Alain Paquette","Andreas Schuldt","grossman2018"
"John Parker","Andreas Schuldt","grossman2018"
"Michael P. Perring","Andreas Schuldt","grossman2018"
"Quentin Ponette","Andreas Schuldt","grossman2018"
"Peter B. Reich","Andreas Schuldt","grossman2018"
"Michael Staab","Andreas Schuldt","grossman2018"
"Martin Weih","Andreas Schuldt","grossman2018"
"Delphine Clara Zemp","Andreas Schuldt","grossman2018"
"Michael Scherer-Lorenzen","Andreas Schuldt","grossman2018"
"Kris Verheyen","Andreas Schuldt","grossman2018"
"Jake J. Grossman","Michael Staab","grossman2018"
"Margot Vanhellemont","Michael Staab","grossman2018"
"Nadia Barsoum","Michael Staab","grossman2018"
"Jürgen Bauhus","Michael Staab","grossman2018"
"Helge Bruelheide","Michael Staab","grossman2018"
"Bastien Castagneyrol","Michael Staab","grossman2018"
"Jeannine Cavender-Bares","Michael Staab","grossman2018"
"Nico Eisenhauer","Michael Staab","grossman2018"
"Olga Ferlian","Michael Staab","grossman2018"
"Dominique Gravel","Michael Staab","grossman2018"
"Andy Hector","Michael Staab","grossman2018"
"Hervé Jactel","Michael Staab","grossman2018"
"Holger Kreft","Michael Staab","grossman2018"
"Simone Mereu","Michael Staab","grossman2018"
"Christian Messier","Michael Staab","grossman2018"
"Bart Muys","Michael Staab","grossman2018"
"Charles Nock","Michael Staab","grossman2018"
"Alain Paquette","Michael Staab","grossman2018"
"John Parker","Michael Staab","grossman2018"
"Michael P. Perring","Michael Staab","grossman2018"
"Quentin Ponette","Michael Staab","grossman2018"
"Peter B. Reich","Michael Staab","grossman2018"
"Andreas Schuldt","Michael Staab","grossman2018"
"Martin Weih","Michael Staab","grossman2018"
"Delphine Clara Zemp","Michael Staab","grossman2018"
"Michael Scherer-Lorenzen","Michael Staab","grossman2018"
"Kris Verheyen","Michael Staab","grossman2018"
"Jake J. Grossman","Martin Weih","grossman2018"
"Margot Vanhellemont","Martin Weih","grossman2018"
"Nadia Barsoum","Martin Weih","grossman2018"
"Jürgen Bauhus","Martin Weih","grossman2018"
"Helge Bruelheide","Martin Weih","grossman2018"
"Bastien Castagneyrol","Martin Weih","grossman2018"
"Jeannine Cavender-Bares","Martin Weih","grossman2018"
"Nico Eisenhauer","Martin Weih","grossman2018"
"Olga Ferlian","Martin Weih","grossman2018"
"Dominique Gravel","Martin Weih","grossman2018"
"Andy Hector","Martin Weih","grossman2018"
"Hervé Jactel","Martin Weih","grossman2018"
"Holger Kreft","Martin Weih","grossman2018"
"Simone Mereu","Martin Weih","grossman2018"
"Christian Messier","Martin Weih","grossman2018"
"Bart Muys","Martin Weih","grossman2018"
"Charles Nock","Martin Weih","grossman2018"
"Alain Paquette","Martin Weih","grossman2018"
"John Parker","Martin Weih","grossman2018"
"Michael P. Perring","Martin Weih","grossman2018"
"Quentin Ponette","Martin Weih","grossman2018"
"Peter B. Reich","Martin Weih","grossman2018"
"Andreas Schuldt","Martin Weih","grossman2018"
"Michael Staab","Martin Weih","grossman2018"
"Delphine Clara Zemp","Martin Weih","grossman2018"
"Michael Scherer-Lorenzen","Martin Weih","grossman2018"
"Kris Verheyen","Martin Weih","grossman2018"
"Jake J. Grossman","Delphine Clara Zemp","grossman2018"
"Margot Vanhellemont","Delphine Clara Zemp","grossman2018"
"Nadia Barsoum","Delphine Clara Zemp","grossman2018"
"Jürgen Bauhus","Delphine Clara Zemp","grossman2018"
"Helge Bruelheide","Delphine Clara Zemp","grossman2018"
"Bastien Castagneyrol","Delphine Clara Zemp","grossman2018"
"Jeannine Cavender-Bares","Delphine Clara Zemp","grossman2018"
"Nico Eisenhauer","Delphine Clara Zemp","grossman2018"
"Olga Ferlian","Delphine Clara Zemp","grossman2018"
"Dominique Gravel","Delphine Clara Zemp","grossman2018"
"Andy Hector","Delphine Clara Zemp","grossman2018"
"Hervé Jactel","Delphine Clara Zemp","grossman2018"
"Holger Kreft","Delphine Clara Zemp","grossman2018"
"Simone Mereu","Delphine Clara Zemp","grossman2018"
"Christian Messier","Delphine Clara Zemp","grossman2018"
"Bart Muys","Delphine Clara Zemp","grossman2018"
"Charles Nock","Delphine Clara Zemp","grossman2018"
"Alain Paquette","Delphine Clara Zemp","grossman2018"
"John Parker","Delphine Clara Zemp","grossman2018"
"Michael P. Perring","Delphine Clara Zemp","grossman2018"
"Quentin Ponette","Delphine Clara Zemp","grossman2018"
"Peter B. Reich","Delphine Clara Zemp","grossman2018"
"Andreas Schuldt","Delphine Clara Zemp","grossman2018"
"Michael Staab","Delphine Clara Zemp","grossman2018"
"Martin Weih","Delphine Clara Zemp","grossman2018"
"Michael Scherer-Lorenzen","Delphine Clara Zemp","grossman2018"
"Kris Verheyen","Delphine Clara Zemp","grossman2018"
"Jake J. Grossman","Michael Scherer-Lorenzen","grossman2018"
"Margot Vanhellemont","Michael Scherer-Lorenzen","grossman2018"
"Nadia Barsoum","Michael Scherer-Lorenzen","grossman2018"
"Jürgen Bauhus","Michael Scherer-Lorenzen","grossman2018"
"Helge Bruelheide","Michael Scherer-Lorenzen","grossman2018"
"Bastien Castagneyrol","Michael Scherer-Lorenzen","grossman2018"
"Jeannine Cavender-Bares","Michael Scherer-Lorenzen","grossman2018"
"Nico Eisenhauer","Michael Scherer-Lorenzen","grossman2018"
"Olga Ferlian","Michael Scherer-Lorenzen","grossman2018"
"Dominique Gravel","Michael Scherer-Lorenzen","grossman2018"
"Andy Hector","Michael Scherer-Lorenzen","grossman2018"
"Hervé Jactel","Michael Scherer-Lorenzen","grossman2018"
"Holger Kreft","Michael Scherer-Lorenzen","grossman2018"
"Simone Mereu","Michael Scherer-Lorenzen","grossman2018"
"Christian Messier","Michael Scherer-Lorenzen","grossman2018"
"Bart Muys","Michael Scherer-Lorenzen","grossman2018"
"Charles Nock","Michael Scherer-Lorenzen","grossman2018"
"Alain Paquette","Michael Scherer-Lorenzen","grossman2018"
"John Parker","Michael Scherer-Lorenzen","grossman2018"
"Michael P. Perring","Michael Scherer-Lorenzen","grossman2018"
"Quentin Ponette","Michael Scherer-Lorenzen","grossman2018"
"Peter B. Reich","Michael Scherer-Lorenzen","grossman2018"
"Andreas Schuldt","Michael Scherer-Lorenzen","grossman2018"
"Michael Staab","Michael Scherer-Lorenzen","grossman2018"
"Martin Weih","Michael Scherer-Lorenzen","grossman2018"
"Delphine Clara Zemp","Michael Scherer-Lorenzen","grossman2018"
"Kris Verheyen","Michael Scherer-Lorenzen","grossman2018"
"Jake J. Grossman","Kris Verheyen","grossman2018"
"Margot Vanhellemont","Kris Verheyen","grossman2018"
"Nadia Barsoum","Kris Verheyen","grossman2018"
"Jürgen Bauhus","Kris Verheyen","grossman2018"
"Helge Bruelheide","Kris Verheyen","grossman2018"
"Bastien Castagneyrol","Kris Verheyen","grossman2018"
"Jeannine Cavender-Bares","Kris Verheyen","grossman2018"
"Nico Eisenhauer","Kris Verheyen","grossman2018"
"Olga Ferlian","Kris Verheyen","grossman2018"
"Dominique Gravel","Kris Verheyen","grossman2018"
"Andy Hector","Kris Verheyen","grossman2018"
"Hervé Jactel","Kris Verheyen","grossman2018"
"Holger Kreft","Kris Verheyen","grossman2018"
"Simone Mereu","Kris Verheyen","grossman2018"
"Christian Messier","Kris Verheyen","grossman2018"
"Bart Muys","Kris Verheyen","grossman2018"
"Charles Nock","Kris Verheyen","grossman2018"
"Alain Paquette","Kris Verheyen","grossman2018"
"John Parker","Kris Verheyen","grossman2018"
"Michael P. Perring","Kris Verheyen","grossman2018"
"Quentin Ponette","Kris Verheyen","grossman2018"
"Peter B. Reich","Kris Verheyen","grossman2018"
"Andreas Schuldt","Kris Verheyen","grossman2018"
"Michael Staab","Kris Verheyen","grossman2018"
"Martin Weih","Kris Verheyen","grossman2018"
"Delphine Clara Zemp","Kris Verheyen","grossman2018"
"Michael Scherer-Lorenzen","Kris Verheyen","grossman2018"
"Mathilde Besson","Eva Delmas","delmas2019"
"Marie-Hélène Brice","Eva Delmas","delmas2019"
"Laura A. Burkle","Eva Delmas","delmas2019"
"Giulio V. Dalla Riva","Eva Delmas","delmas2019"
"Marie-Josée Fortin","Eva Delmas","delmas2019"
"Dominique Gravel","Eva Delmas","delmas2019"
"Paulo R. Guimarães Jr","Eva Delmas","delmas2019"
"David H. Hembry","Eva Delmas","delmas2019"
"Erica A. Newman","Eva Delmas","delmas2019"
"Jens M. Olesen","Eva Delmas","delmas2019"
"Mathias M. Pires","Eva Delmas","delmas2019"
"Justin D. Yeakel","Eva Delmas","delmas2019"
"Timothée Poisot","Eva Delmas","delmas2019"
"Eva Delmas","Mathilde Besson","delmas2019"
"Marie-Hélène Brice","Mathilde Besson","delmas2019"
"Laura A. Burkle","Mathilde Besson","delmas2019"
"Giulio V. Dalla Riva","Mathilde Besson","delmas2019"
"Marie-Josée Fortin","Mathilde Besson","delmas2019"
"Dominique Gravel","Mathilde Besson","delmas2019"
"Paulo R. Guimarães Jr","Mathilde Besson","delmas2019"
"David H. Hembry","Mathilde Besson","delmas2019"
"Erica A. Newman","Mathilde Besson","delmas2019"
"Jens M. Olesen","Mathilde Besson","delmas2019"
"Mathias M. Pires","Mathilde Besson","delmas2019"
"Justin D. Yeakel","Mathilde Besson","delmas2019"
"Timothée Poisot","Mathilde Besson","delmas2019"
"Eva Delmas","Marie-Hélène Brice","delmas2019"
"Mathilde Besson","Marie-Hélène Brice","delmas2019"
"Laura A. Burkle","Marie-Hélène Brice","delmas2019"
"Giulio V. Dalla Riva","Marie-Hélène Brice","delmas2019"
"Marie-Josée Fortin","Marie-Hélène Brice","delmas2019"
"Dominique Gravel","Marie-Hélène Brice","delmas2019"
"Paulo R. Guimarães Jr","Marie-Hélène Brice","delmas2019"
"David H. Hembry","Marie-Hélène Brice","delmas2019"
"Erica A. Newman","Marie-Hélène Brice","delmas2019"
"Jens M. Olesen","Marie-Hélène Brice","delmas2019"
"Mathias M. Pires","Marie-Hélène Brice","delmas2019"
"Justin D. Yeakel","Marie-Hélène Brice","delmas2019"
"Timothée Poisot","Marie-Hélène Brice","delmas2019"
"Eva Delmas","Laura A. Burkle","delmas2019"
"Mathilde Besson","Laura A. Burkle","delmas2019"
"Marie-Hélène Brice","Laura A. Burkle","delmas2019"
"Giulio V. Dalla Riva","Laura A. Burkle","delmas2019"
"Marie-Josée Fortin","Laura A. Burkle","delmas2019"
"Dominique Gravel","Laura A. Burkle","delmas2019"
"Paulo R. Guimarães Jr","Laura A. Burkle","delmas2019"
"David H. Hembry","Laura A. Burkle","delmas2019"
"Erica A. Newman","Laura A. Burkle","delmas2019"
"Jens M. Olesen","Laura A. Burkle","delmas2019"
"Mathias M. Pires","Laura A. Burkle","delmas2019"
"Justin D. Yeakel","Laura A. Burkle","delmas2019"
"Timothée Poisot","Laura A. Burkle","delmas2019"
"Eva Delmas","Giulio V. Dalla Riva","delmas2019"
"Mathilde Besson","Giulio V. Dalla Riva","delmas2019"
"Marie-Hélène Brice","Giulio V. Dalla Riva","delmas2019"
"Laura A. Burkle","Giulio V. Dalla Riva","delmas2019"
"Marie-Josée Fortin","Giulio V. Dalla Riva","delmas2019"
"Dominique Gravel","Giulio V. Dalla Riva","delmas2019"
"Paulo R. Guimarães Jr","Giulio V. Dalla Riva","delmas2019"
"David H. Hembry","Giulio V. Dalla Riva","delmas2019"
"Erica A. Newman","Giulio V. Dalla Riva","delmas2019"
"Jens M. Olesen","Giulio V. Dalla Riva","delmas2019"
"Mathias M. Pires","Giulio V. Dalla Riva","delmas2019"
"Justin D. Yeakel","Giulio V. Dalla Riva","delmas2019"
"Timothée Poisot","Giulio V. Dalla Riva","delmas2019"
"Eva Delmas","Marie-Josée Fortin","delmas2019"
"Mathilde Besson","Marie-Josée Fortin","delmas2019"
"Marie-Hélène Brice","Marie-Josée Fortin","delmas2019"
"Laura A. Burkle","Marie-Josée Fortin","delmas2019"
"Giulio V. Dalla Riva","Marie-Josée Fortin","delmas2019"
"Dominique Gravel","Marie-Josée Fortin","delmas2019"
"Paulo R. Guimarães Jr","Marie-Josée Fortin","delmas2019"
"David H. Hembry","Marie-Josée Fortin","delmas2019"
"Erica A. Newman","Marie-Josée Fortin","delmas2019"
"Jens M. Olesen","Marie-Josée Fortin","delmas2019"
"Mathias M. Pires","Marie-Josée Fortin","delmas2019"
"Justin D. Yeakel","Marie-Josée Fortin","delmas2019"
"Timothée Poisot","Marie-Josée Fortin","delmas2019"
"Eva Delmas","Dominique Gravel","delmas2019"
"Mathilde Besson","Dominique Gravel","delmas2019"
"Marie-Hélène Brice","Dominique Gravel","delmas2019"
"Laura A. Burkle","Dominique Gravel","delmas2019"
"Giulio V. Dalla Riva","Dominique Gravel","delmas2019"
"Marie-Josée Fortin","Dominique Gravel","delmas2019"
"Paulo R. Guimarães Jr","Dominique Gravel","delmas2019"
"David H. Hembry","Dominique Gravel","delmas2019"
"Erica A. Newman","Dominique Gravel","delmas2019"
"Jens M. Olesen","Dominique Gravel","delmas2019"
"Mathias M. Pires","Dominique Gravel","delmas2019"
"Justin D. Yeakel","Dominique Gravel","delmas2019"
"Timothée Poisot","Dominique Gravel","delmas2019"
"Eva Delmas","Paulo R. Guimarães Jr","delmas2019"
