"observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
"Chlosyne nycteis","Chlosyne nycteis","species","Damier argenté","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne nycteis"
"Amblyscirtes vialis","Amblyscirtes vialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Mastor","Mastor vialis"
"Pyrgus centaureae","Pyrgus centaureae","species","Hespérie grisâtre","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus centaureae"
"Polygonia faunus","Polygonia faunus","species","Polygone à taches vertes","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia faunus"
"Lycaena dorcas","Lycaena dorcas","species","Cuivre de la potentille","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Epidemia dorcas"
"Plebejus glandon","Plebejus glandon","species","Azuré des soldanelles","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus","Plebejus glandon"
"Erynnis brizo","Erynnis brizo","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis brizo"
"Oeneis melissa","Oeneis melissa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis melissa"
"Lerema accius","Lerema accius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lerema","Lerema accius"
"Anthocharis midea","Anthocharis midea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Anthocharis","Anthocharis midea"
"Polites vibex","Polites vibex","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites vibex"
"Hermeuptychia sosybius","Hermeuptychia sosybius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hermeuptychia","Hermeuptychia hermes"
"Hemiargus ceraunus","Hemiargus ceraunus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Hemiargus","Hemiargus ceraunus"
"Phoebis sennae","Phoebis sennae","species","Piéride des jardins","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Phoebis","Phoebis sennae"
"Adelpha californica","Adelpha californica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Adelpha californica"
"Limenitis weidemeyerii","Limenitis weidemeyerii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis weidemeyerii"
"Callophrys sheridanii","Callophrys sheridanii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Thecla sheridanii"
"Staphylus hayhurstii","Staphylus hayhurstii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Staphylus","Staphylus mazans"
"Anaea andria","Anaea andria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anaea","Anaea andria"
"Anthanassa texana","Anthanassa texana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anthanassa","Anthanassa texana"
"Chlosyne lacinia","Chlosyne lacinia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne lacinia"
"Zerene cesonia","Zerene cesonia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Zerene","Zerene cesonia"
"Atlides halesus","Atlides halesus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Atlides","Atlides halesus"
"Echinargus isola","Echinargus isola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Echinargus","Echinargus isola"
"Speyeria idalia","Speyeria idalia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria idalia"
"Dryas iulia","Dryas iulia","species","Alcionea","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dryas","Dryas iulia"
"Lycaena rubidus","Lycaena rubidus","species","Lycaena rubida","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Lycaena rubidus"
"Hesperia uncas","Hesperia uncas","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia uncas"
"Oeneis alberta","Oeneis alberta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis alberta"
"Chlosyne acastus","Chlosyne acastus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne acastus"
"Colias meadii","Colias meadii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias meadii"
"Boloria astarte","Boloria astarte","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Boloria","Clossiana astarte"
"Polites mardon","Polites mardon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites mardon"
"Phoebis agarithe","Phoebis agarithe","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Phoebis","Phoebis agarithe"
"Eurema mexicana","Eurema mexicana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Eurema","Eurema mexicana"
"Kricogonia lyside","Kricogonia lyside","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Kricogonia","Kricogonia lyside"
"Ascia monuste","Ascia monuste","species","Piéride du tapier","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Ascia","Ascia monuste"
"Strymon istapa","Strymon istapa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callicista","Callicista columella"
"Brephidium exilis","Brephidium exilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Brephidium","Brephidium exilis"
"Calephelis nemesis","Calephelis nemesis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Calephelis","Calephelis nemesis"
"Euptoieta hegesia","Euptoieta hegesia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptoieta","Euptoieta hegesia"
"Anthanassa tulcis","Anthanassa tulcis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anthanassa","Anthanassa tulcis"
"Phyciodes graphica","Phyciodes graphica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes graphica"
"Phyciodes phaon","Phyciodes phaon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes phaon"
"Danaus gilippus","Danaus gilippus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus gilippus"
"Danaus eresimus","Danaus eresimus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus eresimus"
"Junonia genoveva","Junonia genoveva","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia lavinia"
"Mestra amymone","Mestra amymone","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mestra","Mestra amymone"
"Myscelia ethusa","Myscelia ethusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Myscelia","Myscelia ethusa"
"Urbanus procne","Urbanus procne","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus","Urbanus procne"
"Chiomara georgina","Chiomara georgina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Chiomara","Chiomara asychis"
"Pyrgus albescens","Pyrgus albescens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus communis"
"Heliopetes laviana","Heliopetes laviana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Heliopetes","Heliopetes laviana"
"Copaeodes minima","Copaeodes minima","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Copaeodes","Copaeodes minima"
"Lerodea eufala","Lerodea eufala","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lerodea","Lerodea eufala"
"Panoquina ocola","Panoquina ocola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Panoquina","Panoquina ocola"
"Piruna pirus","Piruna pirus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Piruna","Piruna pirus"
"Thorybes mexicana","Thorybes mexicana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes mexicana"
"Leptotes marina","Leptotes marina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes marina"
"Leptotes cassius","Leptotes cassius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes cassius"
"Poanes taxiles","Poanes taxiles","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lon","Poanes taxiles"
"Chlosyne fulvia","Chlosyne fulvia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Thessalia leanira"
"Vanessa annabella","Vanessa annabella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella"
"Hesperia viridis","Hesperia viridis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia viridis"
"Cyllopsis pertepida","Cyllopsis pertepida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Cyllopsis","Cyllopsis pertepida"
"Satyrium favonius","Satyrium favonius","species","Satyrium favonius","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Fixsenia","Satyrium favonius"
"Achalarus lyciades","Achalarus lyciades","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Achalarus","Achalarus lyciades"
"Hesperia metea","Hesperia metea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia metea"
"Celastrina nigra","Celastrina nigra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina nigra"
"Junonia evarete","Junonia evarete","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia evarete"
"Lethe portlandia","Lethe portlandia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lethe","Enodia portlandia"
"Parnassius eversmanni","Parnassius eversmanni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Parnassius","Parnassius eversmanni"
"Erebia callias","Erebia callias","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia","Erebia tyndarus"
"Gyrocheilus patrobas","Gyrocheilus patrobas","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Gyrocheilus","Gyrocheilus patrobas"
"Texola elada","Texola elada","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Texola","Texola elada"
"Speyeria coronis","Speyeria coronis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria coronis"
"Colias canadensis","Colias canadensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias canadensis"
"Apodemia palmerii","Apodemia palmerii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Apodemia","Apodemia palmerii"
"Polygonia","Polygonia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia",""
"Erynnis","Erynnis","genus","Erynnis schrank, 1801","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis",""
"Euchloe lotta","Euchloe lotta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Euchloe","Euchloe lotta"
"Euphilotes","Euphilotes","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euphilotes",""
"Chlosyne californica","Chlosyne californica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne californica"
"Copaeodes aurantiaca","Copaeodes aurantiaca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Copaeodes","Copaeodes aurantiaca"
"Polites sonora","Polites sonora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites sonora"
"Euphilotes enoptes","Euphilotes enoptes","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euphilotes","Euphilotes enoptes"
"Erora quaderna","Erora quaderna","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Erora","Erora quaderna"
"Asterocampa leilia","Asterocampa leilia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa","Asterocampa leilia"
"Megisto rubricata","Megisto rubricata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptychia","Euptychia rubricata"
"Emesis zela","Emesis zela","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Emesis","Emesis zela"
"Celastrina idella","Celastrina idella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina idella"
"Callophrys hesseli","Callophrys hesseli","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Mitoura hesseli"
"Calephelis muticum","Calephelis muticum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Emesis","Emesis muticum"
"Thorybes confusis","Thorybes confusis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes confusis"
"Satyrium kingi","Satyrium kingi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon kingi"
"Euphyes arpa","Euphyes arpa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Euphyes","Euphyes arpa"
"Oligoria maculata","Oligoria maculata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Oligoria","Oligoria maculata"
"Calephelis virginiensis","Calephelis virginiensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Calephelis","Calephelis virginiensis"
"Atrytonopsis loammi","Atrytonopsis loammi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Atrytonopsis","Atrytonopsis loammi"
"Erynnis zarucco","Erynnis zarucco","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis zarucco"
"Asbolis capucinus","Asbolis capucinus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Asbolis","Asbolis capucinus"
"Abaeis nicippe","Abaeis nicippe","species","Piéride orangée","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Abaeis","Abaeis nicippe"
"Neonympha areolatus","Neonympha areolatus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptychia","Euptychia phocion"
"Erynnis martialis","Erynnis martialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis martialis"
"Hermeuptychia","Hermeuptychia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hermeuptychia",""
"Celastrina neglectamajor","Celastrina neglectamajor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina neglectamajor"
"Problema byssus","Problema byssus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Problema","Problema byssus"
"Amblyscirtes reversa","Amblyscirtes reversa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Mastor","Amblyscirtes reversa"
"Phyciodes batesii","Phyciodes batesii","species","Croissant fauve","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes batesii"
"Celastrina ladon","Celastrina ladon","species","Azur printanier","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon"
"Celastrina serotina","Celastrina serotina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina serotina"
"Erora laeta","Erora laeta","species","Lutin mystérieux","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Erora","Erora laeta"
"Callophrys lanoraieensis","Callophrys lanoraieensis","species","Lutin des tourbières","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Callophrys lanoraieensis"
"Colias gigantea","Colias gigantea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias gigantea"
"Amblyscirtes hegon","Amblyscirtes hegon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes","Mastor hegon"
"Papilio machaon","Papilio machaon","species","Machaon","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio machaon"
"Callophrys henrici","Callophrys henrici","species","Lutin des bleuets","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Incisalia henrici"
"Pieris virginiensis","Pieris virginiensis","species","Piéride de Virginie","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris virginiensis"
"Calpodes ethlius","Calpodes ethlius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Calpodes","Calpodes ethlius"
"Panoquina panoquin","Panoquina panoquin","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Panoquina","Panoquina panoquin"
"Panoquina panoquinoides","Panoquina panoquinoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Panoquina","Panoquina panoquinoides"
"Papilio troilus","Papilio troilus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio troilus"
"Pontia sisymbrii","Pontia sisymbrii","species","Pontia sisymbryii","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pontia","Pontia sisymbrii"
"Thorybes bathyllus","Thorybes bathyllus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes bathyllus"
"Cercyonis sthenele","Cercyonis sthenele","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Cercyonis","Cercyonis sthenele"
"Strymon melinus","Strymon melinus","species","Porte-queue gris","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon melinus"
"Satyrium behrii","Satyrium behrii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Satyrium behrii"
"Lycaena helloides","Lycaena helloides","species","Cuivré mauve","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Sesia","Lycaena helloides"
"Erebia discoidalis","Erebia discoidalis","species","Alpin à disque rouge","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia","Erebia discoidalis"
